,location,total_sqft,bath,price,bhk
1564,Chikka Tirupathi,2600.0,5.0,120.0,4
1565,Chikka Tirupathi,2325.0,4.0,120.0,4
1566,Chikka Tirupathi,1808.0,4.0,80.27,3
1567,Chikka Tirupathi,3297.0,3.0,135.0,3
1568,Chikka Tirupathi,3500.0,5.0,150.0,4
1569,Chikka Tirupathi,2646.0,3.0,99.0,3
1570,Chikka Tirupathi,2704.0,5.0,105.0,4
1571,Chikka Tirupathi,2325.0,3.0,95.0,3
1572,Chikka Tirupathi,2325.0,4.0,120.0,4
1573,Chikka Tirupathi,3250.0,4.0,136.0,4
1574,Chikka Tirupathi,2665.0,5.0,125.0,4
1575,Chikkabanavar,950.0,2.0,40.0,2
1576,Chikkabanavar,1600.0,2.0,80.0,3
1577,Chikkabanavar,2460.0,7.0,80.0,4
1578,Chikkabanavar,2400.0,4.0,97.0,5
1579,Chikkabanavar,2000.0,4.0,65.0,5
1580,Chikkabanavar,1067.0,2.0,38.0,2
1581,Chikkabanavar,1320.0,2.0,46.0,3
1582,Chikkabanavar,4000.0,7.0,110.0,8
1583,Chikkalasandra,1290.0,2.0,56.12,3
1584,Chikkalasandra,1100.0,2.0,50.0,2
1585,Chikkalasandra,1208.0,2.0,49.0,2
1586,Chikkalasandra,1070.0,2.0,50.0,2
1587,Chikkalasandra,1230.0,2.0,48.0,2
1588,Chikkalasandra,1070.0,2.0,42.8,2
1589,Chikkalasandra,1310.0,2.0,52.4,3
1590,Chikkalasandra,1270.0,2.0,55.25,3
1591,Chikkalasandra,1075.0,2.0,46.76,2
1592,Chikkalasandra,1230.0,2.0,53.51,3
1593,Chikkalasandra,1290.0,2.0,56.12,3
1594,Chikkalasandra,1070.0,2.0,45.48,2
1595,Chikkalasandra,1100.0,2.0,50.0,2
1596,Chikkalasandra,1390.0,2.0,60.47,3
1597,Chikkalasandra,1265.0,2.0,53.12,3
1598,Chikkalasandra,1090.0,2.0,47.42,2
1599,Chikkalasandra,1355.0,3.0,54.2,3
1600,Chikkalasandra,1350.0,2.0,54.2,3
1601,Chikkalasandra,1325.0,2.0,59.0,2
1602,Chikkalasandra,1275.0,2.0,55.46,3
1603,Chikkalasandra,1425.0,1.0,54.0,3
1604,Choodasandra,1115.0,2.0,50.0,2
1605,Choodasandra,1300.0,2.0,57.0,2
1606,Choodasandra,1530.0,3.0,77.0,3
1607,Choodasandra,1220.0,3.0,56.0,3
1608,Choodasandra,1220.0,3.0,56.0,3
1609,Choodasandra,1197.0,2.0,63.0,2
1610,Choodasandra,1465.0,3.0,75.0,3
1611,Choodasandra,1115.0,2.0,50.0,2
1612,Choodasandra,1215.0,2.0,59.0,2
1613,Choodasandra,1254.0,2.0,65.0,3
1614,Choodasandra,1580.0,3.0,105.0,3
1615,Choodasandra,725.0,2.0,36.0,2
1616,Choodasandra,1220.0,3.0,56.0,3
1617,Choodasandra,1075.0,2.0,45.0,2
1618,Choodasandra,1180.0,2.0,71.22,2
1619,Choodasandra,1140.0,2.0,62.0,2
1620,Choodasandra,1220.0,3.0,56.0,3
1621,Choodasandra,1560.0,3.0,78.0,3
1622,Choodasandra,1065.0,2.0,46.0,2
1623,Choodasandra,1115.0,2.0,50.0,2
1624,Choodasandra,1220.0,3.0,56.0,3
1625,Choodasandra,1115.0,2.0,50.0,2
1626,Cooke Town,3950.0,4.0,450.0,4
1627,Cooke Town,2388.0,4.0,239.0,3
1628,Cooke Town,1710.0,2.0,200.0,2
1629,Cooke Town,1310.0,2.0,111.0,2
1630,Cooke Town,3900.0,5.0,415.0,4
1631,Cooke Town,2560.0,4.0,310.0,3
1632,Cooke Town,2600.0,3.0,375.0,3
1633,Cooke Town,1100.0,2.0,90.0,2
1634,Cooke Town,2300.0,3.0,250.0,3
1635,Cox Town,1975.0,3.0,150.0,3
1636,Cox Town,1650.0,3.0,100.0,3
1637,Cox Town,1730.0,3.0,140.0,3
1638,Cox Town,1600.0,3.0,150.0,3
1639,Cox Town,1250.0,2.0,95.0,2
1640,Cox Town,1280.0,2.0,120.0,2
1641,Cox Town,1073.0,2.0,72.0,2
1642,Cox Town,1000.0,2.0,58.0,2
1643,Cox Town,1200.0,2.0,140.0,2
1644,Cunningham Road,5270.0,4.0,1250.0,4
1645,Cunningham Road,3875.0,3.0,864.0,3
1646,Cunningham Road,3875.0,3.0,800.0,3
1647,Cunningham Road,3815.0,3.0,763.0,3
1648,Cunningham Road,2880.0,3.0,501.0,3
1649,Cunningham Road,3489.0,3.0,662.0,3
1650,Cunningham Road,4170.0,3.0,800.0,3
1651,Cunningham Road,5108.0,5.0,995.0,4
1652,Cunningham Road,2700.0,3.0,501.0,3
1653,Cunningham Road,7500.0,6.0,1800.0,4
1654,Cunningham Road,2880.0,3.0,560.0,3
1655,Dasanapura,708.0,2.0,37.0,2
1656,Dasanapura,708.0,1.0,40.0,2
1657,Dasanapura,965.0,2.0,42.5,2
1658,Dasanapura,1286.0,3.0,61.44,3
1659,Dasanapura,814.0,2.0,42.0,2
1660,Dasanapura,1163.0,2.0,65.0,2
1661,Dasanapura,1286.0,2.0,68.0,3
1662,Dasanapura,708.0,2.0,31.15,2
1663,Dasanapura,708.0,1.0,41.0,1
1664,Dasanapura,814.0,2.0,43.7,2
1665,Dasarahalli,1295.0,2.0,65.0,2
1666,Dasarahalli,1520.0,2.0,75.0,3
1667,Dasarahalli,1150.0,2.0,70.0,2
1668,Dasarahalli,2100.0,3.0,120.0,3
1669,Dasarahalli,1220.0,2.0,52.0,2
1670,Dasarahalli,1375.0,2.0,60.0,2
1671,Dasarahalli,1333.0,2.0,78.56,2
1672,Dasarahalli,1220.0,2.0,62.0,2
1673,Devanahalli,4715.0,2.0,192.0,4
1674,Devanahalli,1260.0,2.0,66.78,2
1675,Devanahalli,1282.0,2.0,68.52,3
1676,Devanahalli,1360.0,2.0,65.0,2
1677,Devanahalli,1408.0,2.0,85.0,2
1678,Devanahalli,1010.0,2.0,51.0,2
1679,Devanahalli,1080.0,2.0,53.35,2
1680,Devanahalli,2400.0,5.0,100.0,5
1681,Devanahalli,1080.0,2.0,44.0,2
1682,Devanahalli,1282.0,2.0,52.43,3
1683,Devanahalli,1174.0,2.0,59.0,2
1684,Devanahalli,4802.5,2.0,177.115,2
1685,Devanahalli,658.0,1.0,34.0,1
1686,Devanahalli,658.0,1.0,26.91,1
1687,Devanahalli,1080.0,2.0,52.0,2
1688,Devanahalli,2425.0,3.0,88.2,3
1689,Devanahalli,1498.0,3.0,79.15,3
1690,Devanahalli,7370.0,4.0,393.5,4
1691,Devanahalli,1466.0,3.0,77.59,3
1692,Devanahalli,775.0,1.0,39.0,1
1693,Devanahalli,1020.0,2.0,49.87,1
1694,Devanahalli,1045.0,2.0,48.0,2
1695,Devanahalli,1550.0,3.0,85.0,3
1696,Devanahalli,1200.0,2.0,55.08,3
1697,Devanahalli,1340.0,2.0,65.0,2
1698,Devanahalli,2125.0,3.0,107.0,3
1699,Devanahalli,1230.0,2.0,56.45,2
1700,Devanahalli,658.0,1.0,26.91,1
1701,Devanahalli,1290.0,2.0,62.0,3
1702,Devanahalli,1010.0,2.0,58.0,2
1703,Devanahalli,1466.0,3.0,59.96,3
1704,Devanahalli,1520.0,2.0,69.76,3
1705,Devanahalli,1585.0,2.0,52.57,1
1706,Devarachikkanahalli,1250.0,2.0,44.0,3
1707,Devarachikkanahalli,1250.0,2.0,40.0,2
1708,Devarachikkanahalli,1200.0,2.0,83.0,2
1709,Devarachikkanahalli,1170.0,2.0,40.0,2
1710,Devarachikkanahalli,615.0,1.0,24.0,1
1711,Devarachikkanahalli,1230.0,2.0,58.0,2
1712,Devarachikkanahalli,1425.0,2.0,65.0,3
1713,Devarachikkanahalli,947.0,2.0,43.0,2
1714,Devarachikkanahalli,1130.0,2.0,36.0,2
1715,Devarachikkanahalli,1417.0,2.0,76.0,3
1716,Devarachikkanahalli,1230.0,2.0,58.0,2
1717,Devarachikkanahalli,1705.0,3.0,75.0,3
1718,Devarachikkanahalli,1116.0,2.0,47.0,2
1719,Devarachikkanahalli,991.0,2.0,40.0,2
1720,Devarachikkanahalli,1700.0,3.0,71.0,3
1721,Dodda Nekkundi,1260.0,2.0,55.0,2
1722,Dodda Nekkundi,850.0,2.0,28.0,2
1723,Dodda Nekkundi,1390.0,2.0,60.0,2
1724,Dodda Nekkundi,1804.0,3.0,121.0,3
1725,Dodda Nekkundi,1080.0,2.0,50.0,2
1726,Dodda Nekkundi,1999.0,3.0,132.0,3
1727,Dodda Nekkundi,1100.0,2.0,48.0,2
1728,Dodda Nekkundi,1999.0,3.0,135.0,3
1729,Dodda Nekkundi,1100.0,2.0,41.15,2
1730,Dodda Nekkundi,1252.0,2.0,71.0,3
1731,Dodda Nekkundi,1155.0,2.0,46.0,2
1732,Dodda Nekkundi,1128.0,2.0,45.0,2
1733,Dodda Nekkundi,1148.0,2.0,56.0,2
1734,Dodda Nekkundi,1435.0,3.0,57.2,3
1735,Dodda Nekkundi,1145.0,2.0,46.5,2
1736,Dodda Nekkundi,1829.0,3.0,125.0,3
1737,Dodda Nekkundi,1100.0,2.0,41.16,2
1738,Dodda Nekkundi,1100.0,2.0,46.75,2
1739,Dodda Nekkundi,1315.0,2.0,50.0,2
1740,Dodda Nekkundi,1135.0,2.0,58.0,2
1741,Dodda Nekkundi,1100.0,2.0,41.18,2
1742,Dodda Nekkundi,1370.0,2.0,60.0,2
1743,Dodda Nekkundi,1200.0,2.0,71.0,2
1744,Dodda Nekkundi,1585.0,2.0,79.0,3
1745,Dodda Nekkundi,1005.0,2.0,45.0,2
1746,Dodda Nekkundi,1264.0,2.0,52.0,2
1747,Doddaballapur,1690.0,3.0,80.0,4
1748,Doddaballapur,4200.0,4.0,325.0,4
1749,Doddaballapur,3876.0,3.0,300.0,3
1750,Doddaballapur,2776.0,4.0,195.0,3
1751,Doddaballapur,2440.0,3.0,142.0,3
1752,Doddaballapur,2400.0,3.0,200.0,4
1753,Doddaballapur,654.0,1.0,49.0,1
1754,Doddaballapur,3206.0,5.0,270.0,4
1755,Doddakallasandra,1010.0,2.0,40.39,2
1756,Doddakallasandra,1360.0,2.0,54.39,3
1757,Doddakallasandra,1460.0,2.0,58.39,3
1758,Doddakallasandra,1360.0,2.0,54.4,3
1759,Doddakallasandra,1425.0,2.0,56.99,3
1760,Doddakallasandra,1010.0,2.0,40.39,2
1761,Doddakallasandra,1072.0,2.0,42.87,2
1762,Doddakallasandra,1010.0,2.0,40.4,2
1763,Doddakallasandra,1010.0,2.0,41.0,2
1764,Doddakallasandra,1072.0,2.0,42.87,2
1765,Doddathoguru,970.0,2.0,33.0,2
1766,Doddathoguru,1050.0,2.0,32.0,2
1767,Doddathoguru,850.0,2.0,25.0,2
1768,Doddathoguru,1030.0,2.0,42.0,2
1769,Doddathoguru,1549.0,3.0,65.0,3
1770,Doddathoguru,1875.0,3.0,55.0,3
1771,Doddathoguru,550.0,1.0,17.0,1
1772,Doddathoguru,1015.0,2.0,33.5,2
1773,Doddathoguru,1104.0,2.0,39.0,2
1774,Doddathoguru,915.0,2.0,32.0,2
1775,Doddathoguru,750.0,1.0,25.5,1
1776,Doddathoguru,1595.0,3.0,62.0,3
1777,Doddathoguru,855.0,2.0,32.0,2
1778,Doddathoguru,1105.0,2.0,50.0,2
1779,Doddathoguru,925.0,2.0,30.0,2
1780,Doddathoguru,1300.0,2.0,42.0,3
1781,Doddathoguru,1208.0,3.0,45.0,3
1782,Doddathoguru,1100.0,2.0,50.0,2
1783,Doddathoguru,940.0,2.0,32.9,2
1784,Doddathoguru,1382.0,3.0,65.0,3
1785,Doddathoguru,1107.0,2.0,44.0,2
1786,Doddathoguru,907.0,2.0,40.0,2
1787,Doddathoguru,1783.0,3.0,85.0,3
1788,Doddathoguru,550.0,1.0,17.0,1
1789,Domlur,1540.0,3.0,90.0,3
1790,Domlur,1875.0,2.0,150.0,3
1791,Domlur,1429.0,3.0,86.0,3
1792,Domlur,640.0,1.0,55.0,1
1793,Domlur,1050.0,2.0,85.0,2
1794,Domlur,1800.0,3.0,150.0,3
1795,Domlur,1720.0,3.0,135.0,3
1796,Domlur,1950.0,3.0,165.0,3
1797,Domlur,2180.0,3.0,285.0,3
1798,Domlur,650.0,1.0,70.0,1
1799,Domlur,780.0,1.0,70.0,1
1800,Domlur,2180.0,3.0,285.0,3
1801,Domlur,1740.0,3.0,120.0,3
1802,Domlur,1695.0,3.0,125.0,3
1803,Domlur,1246.0,2.0,95.0,2
1804,Domlur,2100.0,3.0,145.0,3
1805,Domlur,1276.0,2.0,80.0,2
1806,Domlur,1850.0,3.0,180.0,3
1807,Domlur,2955.0,3.0,235.0,3
1808,Domlur,1650.0,3.0,180.0,3
1809,Dommasandra,805.0,2.0,22.14,2
1810,Dommasandra,1033.0,2.0,31.5,3
1811,Dommasandra,1153.0,2.0,43.5,2
1812,Dommasandra,1500.0,2.0,40.0,2
1813,Dommasandra,850.0,2.0,25.4,2
1814,Dommasandra,674.0,1.0,19.9,2
1815,Dommasandra,999.0,2.0,32.9,2
1816,EPIP Zone,1499.0,5.0,102.0,3
1817,EPIP Zone,1285.0,2.0,82.0,2
1818,EPIP Zone,2330.0,3.0,162.0,3
1819,EPIP Zone,1330.0,2.0,92.5,2
1820,EPIP Zone,1330.0,2.0,86.98,2
1821,EPIP Zone,1330.0,2.0,93.36,2
1822,EPIP Zone,1500.0,3.0,102.0,3
1823,EPIP Zone,1280.0,2.0,69.0,2
1824,EPIP Zone,1125.0,2.0,65.0,2
1825,EPIP Zone,1734.0,3.0,125.0,3
1826,EPIP Zone,3360.0,5.0,225.0,4
1827,EPIP Zone,1343.0,2.0,86.0,2
1828,EPIP Zone,2350.0,4.0,163.0,3
1829,EPIP Zone,1860.0,3.0,130.0,3
1830,EPIP Zone,2210.0,3.0,165.0,3
1831,EPIP Zone,2710.0,3.0,177.0,3
1832,EPIP Zone,3360.0,5.0,221.0,4
1833,Electronic City,660.0,1.0,23.1,2
1834,Electronic City,1025.0,2.0,47.0,3
1835,Electronic City,1000.0,2.0,28.88,2
1836,Electronic City,1530.0,2.0,45.9,3
1837,Electronic City,1500.0,2.0,64.5,3
1838,Electronic City,1060.0,2.0,60.0,2
1839,Electronic City,1152.0,2.0,64.5,2
1840,Electronic City,1350.0,2.0,56.0,3
1841,Electronic City,770.0,1.0,36.0,2
1842,Electronic City,1070.0,2.0,52.0,2
1843,Electronic City,1025.0,2.0,46.0,2
1844,Electronic City,589.0,1.0,27.0,1
1845,Electronic City,1100.0,2.0,42.0,2
1846,Electronic City,910.0,2.0,40.0,2
1847,Electronic City,1108.0,2.0,63.0,2
1848,Electronic City,1128.0,2.0,65.0,2
1849,Electronic City,1800.0,3.0,95.0,3
1850,Electronic City,630.0,1.0,34.65,1
1851,Electronic City,1128.0,2.0,63.0,2
1852,Electronic City,1599.0,3.0,99.0,3
1853,Electronic City,1125.0,2.0,32.49,2
1854,Electronic City,1094.0,2.0,42.0,2
1855,Electronic City,1070.0,2.0,55.0,2
1856,Electronic City,940.0,2.0,41.0,2
1857,Electronic City,1320.0,2.0,38.13,3
1858,Electronic City,1128.0,2.0,68.75,2
1859,Electronic City,1342.0,2.0,73.3,2
1860,Electronic City,1360.0,2.0,71.0,3
1861,Electronic City,880.0,2.0,29.0,2
1862,Electronic City,1265.0,2.0,56.93,2
1863,Electronic City,1691.0,2.0,102.0,3
1864,Electronic City,1128.0,2.0,65.49,2
1865,Electronic City,1620.0,3.0,62.0,3
1866,Electronic City,710.0,2.0,16.0,2
1867,Electronic City,1070.0,2.0,56.1,2
1868,Electronic City,2000.0,4.0,120.0,4
1869,Electronic City,890.0,2.0,45.0,2
1870,Electronic City,1128.0,2.0,65.65,2
1871,Electronic City,865.0,2.0,42.0,2
1872,Electronic City,1130.0,2.0,32.64,2
1873,Electronic City,910.0,2.0,42.0,2
1874,Electronic City,975.0,2.0,37.5,2
1875,Electronic City,1360.0,2.0,75.0,3
1876,Electronic City,770.0,1.0,40.0,2
1877,Electronic City,1128.0,2.0,64.0,2
1878,Electronic City,1070.0,2.0,54.0,2
1879,Electronic City,1025.0,2.0,29.6,2
1880,Electronic City,1571.0,3.0,89.0,3
1881,Electronic City,1111.0,3.0,50.0,3
1882,Electronic City,870.0,2.0,39.5,2
1883,Electronic City,921.0,2.0,34.0,2
1884,Electronic City,1374.0,2.0,72.0,3
1885,Electronic City,1100.0,2.0,45.0,2
1886,Electronic City,1128.0,2.0,65.35,2
1887,Electronic City,1128.0,2.0,65.0,2
1888,Electronic City,755.0,1.0,34.0,2
1889,Electronic City,1220.0,2.0,35.24,3
1890,Electronic City,4000.0,5.0,150.0,4
1891,Electronic City,1100.0,2.0,40.0,2
1892,Electronic City,1563.0,3.0,91.84,3
1893,Electronic City,1652.0,3.0,70.0,3
1894,Electronic City,1000.0,2.0,22.0,2
1895,Electronic City,1025.0,2.0,54.5,2
1896,Electronic City,1070.0,2.0,46.0,2
1897,Electronic City,1350.0,3.0,58.0,3
1898,Electronic City,1000.0,2.0,25.0,2
1899,Electronic City,1020.0,2.0,29.46,2
1900,Electronic City,1700.0,3.0,75.0,3
1901,Electronic City,1400.0,2.0,48.0,3
1902,Electronic City,1128.0,2.0,68.0,2
1903,Electronic City,700.0,1.0,35.0,1
1904,Electronic City,1360.0,2.0,70.5,3
1905,Electronic City,1150.0,2.0,38.0,2
1906,Electronic City,1571.0,3.0,105.0,3
1907,Electronic City,1090.0,2.0,31.49,2
1908,Electronic City,1089.0,2.0,45.0,2
1909,Electronic City,1110.0,2.0,40.0,2
1910,Electronic City,1600.0,3.0,104.0,3
1911,Electronic City,1130.0,2.0,32.63,2
1912,Electronic City,1500.0,2.0,100.0,3
1913,Electronic City,1440.0,2.0,55.0,3
1914,Electronic City,1156.0,2.0,44.0,3
1915,Electronic City,1400.0,2.0,40.44,3
1916,Electronic City,1152.0,2.0,65.0,2
1917,Electronic City,1070.0,2.0,60.0,2
1918,Electronic City,1128.0,2.0,65.5,2
1919,Electronic City,1200.0,2.0,59.0,2
1920,Electronic City,1152.0,2.0,65.75,2
1921,Electronic City,1225.0,3.0,45.03,3
1922,Electronic City,1070.0,2.0,55.0,2
1923,Electronic City,1060.0,2.0,58.0,2
1924,Electronic City,1025.0,2.0,54.1,2
1925,Electronic City,1105.0,2.0,35.0,3
1926,Electronic City,660.0,1.0,18.0,2
1927,Electronic City,660.0,1.0,15.0,2
1928,Electronic City,1000.0,2.0,41.0,2
1929,Electronic City,1500.0,2.0,78.0,3
1930,Electronic City,1213.0,2.0,59.32,2
1931,Electronic City,1575.0,3.0,90.0,3
1932,Electronic City,435.0,1.0,19.5,1
1933,Electronic City,1449.0,3.0,100.0,3
1934,Electronic City,1310.0,2.0,37.83,3
1935,Electronic City,1125.0,2.0,58.0,2
1936,Electronic City,1090.0,2.0,35.03,2
1937,Electronic City,1575.0,3.0,101.0,3
1938,Electronic City,660.0,1.0,16.0,2
1939,Electronic City,550.0,1.0,12.0,1
1940,Electronic City,919.0,2.0,40.0,2
1941,Electronic City,1500.0,2.0,78.25,3
1942,Electronic City,1363.0,2.0,79.0,2
1943,Electronic City,1156.0,2.0,42.0,2
1944,Electronic City,1020.0,2.0,29.46,2
1945,Electronic City,1108.0,2.0,67.15,2
1946,Electronic City,1160.0,2.0,33.5,2
1947,Electronic City,1128.0,2.0,65.7,2
1948,Electronic City,1170.0,2.0,33.0,2
1949,Electronic City,1060.0,2.0,51.0,2
1950,Electronic City,1410.0,2.0,38.0,3
1951,Electronic City,1650.0,3.0,100.0,3
1952,Electronic City,1020.0,2.0,29.45,2
1953,Electronic City,1025.0,2.0,49.0,2
1954,Electronic City,1000.0,2.0,29.7,2
1955,Electronic City,1449.0,3.0,90.0,3
1956,Electronic City,1065.0,2.0,30.75,2
1957,Electronic City,1070.0,2.0,58.0,2
1958,Electronic City,1210.0,2.0,54.0,2
1959,Electronic City,1500.0,2.0,75.0,3
1960,Electronic City,1033.0,2.0,28.41,3
1961,Electronic City,1070.0,2.0,52.0,2
1962,Electronic City,2435.0,4.0,119.0,4
1963,Electronic City,660.0,1.0,15.5,2
1964,Electronic City,1125.0,2.0,32.5,2
1965,Electronic City,1165.0,2.0,33.64,2
1966,Electronic City,919.0,2.0,34.0,2
1967,Electronic City,1073.0,2.0,60.0,2
1968,Electronic City,1500.0,2.0,78.0,3
1969,Electronic City,1070.0,2.0,47.0,2
1970,Electronic City,1296.0,2.0,65.0,2
1971,Electronic City,1140.0,2.0,70.93,2
1972,Electronic City,1200.0,2.0,34.65,2
1973,Electronic City,1096.0,2.0,40.55,2
1974,Electronic City,1017.0,2.0,27.0,2
1975,Electronic City,1130.0,2.0,32.63,2
1976,Electronic City,1110.0,2.0,39.95,2
1977,Electronic City,2093.0,4.0,104.0,4
1978,Electronic City,1025.0,2.0,53.9,2
1979,Electronic City,940.0,2.0,54.0,2
1980,Electronic City,435.0,1.0,21.0,1
1981,Electronic City,1500.0,2.0,77.5,3
1982,Electronic City,1631.0,3.0,80.0,3
1983,Electronic City,1355.0,2.0,67.0,2
1984,Electronic City,1200.0,2.0,34.0,2
1985,Electronic City,1175.0,2.0,47.0,2
1986,Electronic City,435.0,1.0,22.0,1
1987,Electronic City,1500.0,2.0,63.0,3
1988,Electronic City,1039.0,2.0,50.0,2
1989,Electronic City,770.0,1.0,39.9,2
1990,Electronic City,919.0,2.0,35.0,2
1991,Electronic City,1128.0,2.0,64.0,2
1992,Electronic City,605.0,1.0,13.31,1
1993,Electronic City,1159.0,2.0,38.0,3
1994,Electronic City,530.0,1.0,13.5,1
1995,Electronic City,1070.0,2.0,53.0,2
1996,Electronic City,1025.0,1.0,26.63,2
1997,Electronic City,2400.0,2.0,78.0,3
1998,Electronic City,1571.0,3.0,83.0,3
1999,Electronic City,1470.0,2.0,44.1,3
2000,Electronic City,1350.0,3.0,66.0,3
2001,Electronic City,1652.0,3.0,110.0,3
2002,Electronic City,1320.0,2.0,38.12,3
2003,Electronic City,1090.0,2.0,31.48,2
2004,Electronic City,1050.0,2.0,39.0,3
2005,Electronic City,1128.0,2.0,65.58,2
2006,Electronic City,635.0,1.0,28.0,1
2007,Electronic City,1128.0,2.0,65.4,2
2008,Electronic City,1096.0,2.0,39.0,2
2009,Electronic City,1150.0,2.0,38.0,2
2010,Electronic City,1355.0,2.0,72.9,2
2011,Electronic City,1200.0,2.0,30.0,2
2012,Electronic City,1150.0,2.0,35.0,2
2013,Electronic City,1165.0,2.0,33.64,2
2014,Electronic City,770.0,1.0,35.0,2
2015,Electronic City,1020.0,2.0,29.45,2
2016,Electronic City,865.0,2.0,40.0,2
2017,Electronic City,800.0,2.0,32.0,2
2018,Electronic City,970.0,2.0,34.0,2
2019,Electronic City,1108.0,2.0,63.0,2
2020,Electronic City,630.0,1.0,40.5,1
2021,Electronic City,1100.0,2.0,41.0,2
2022,Electronic City,975.0,2.0,32.0,2
2023,Electronic City,605.0,1.0,22.0,1
2024,Electronic City,1142.0,2.0,35.0,2
2025,Electronic City,1070.0,2.0,48.0,2
2026,Electronic City,1160.0,2.0,42.0,3
2027,Electronic City,1360.0,2.0,70.0,3
2028,Electronic City,635.0,1.0,28.0,1
2029,Electronic City,1128.0,2.0,65.45,2
2030,Electronic City,890.0,2.0,40.0,2
2031,Electronic City,1065.0,2.0,30.75,2
2032,Electronic City,1127.0,2.0,32.0,2
2033,Electronic City,825.0,2.0,35.0,2
2034,Electronic City,1200.0,2.0,40.5,2
2035,Electronic City,1360.0,2.0,58.0,3
2036,Electronic City,1400.0,2.0,40.45,3
2037,Electronic City,1065.0,2.0,30.76,2
2038,Electronic City,630.0,1.0,33.7,1
2039,Electronic City,1025.0,2.0,29.61,2
2040,Electronic City,1160.0,2.0,42.0,3
2041,Electronic City,660.0,1.0,16.5,2
2042,Electronic City,1400.0,3.0,90.0,3
2043,Electronic City,1287.0,3.0,55.0,3
2044,Electronic City,1258.0,2.0,85.5,2
2045,Electronic City,1386.0,2.0,85.0,2
2046,Electronic City,550.0,1.0,27.0,1
2047,Electronic City,1025.0,2.0,50.0,2
2048,Electronic City,1140.0,2.0,33.84,2
2049,Electronic City,1070.0,2.0,55.0,2
2050,Electronic City,1342.0,2.0,72.0,2
2051,Electronic City,1275.0,3.0,70.0,3
2052,Electronic City,770.0,1.0,38.0,2
2053,Electronic City,1200.0,2.0,34.65,2
2054,Electronic City,1005.0,2.0,39.77,2
2055,Electronic City,1110.0,2.0,39.9,2
2056,Electronic City,660.0,1.0,23.0,2
2057,Electronic City,1644.0,3.0,92.59,3
2058,Electronic City,1250.0,2.0,62.0,2
2059,Electronic City,1020.0,2.0,30.27,2
2060,Electronic City,1025.0,2.0,29.6,2
2061,Electronic City,418.0,1.0,12.0,1
2062,Electronic City,1128.0,2.0,64.8,2
2063,Electronic City,1220.0,2.0,35.25,3
2064,Electronic City,1220.0,2.0,35.23,3
2065,Electronic City,1060.0,2.0,55.0,2
2066,Electronic City,710.0,1.0,40.42,1
2067,Electronic City,1000.0,2.0,29.95,2
2068,Electronic City,870.0,2.0,24.0,2
2069,Electronic City,1275.0,3.0,63.43,3
2070,Electronic City,1518.0,3.0,75.0,3
2071,Electronic City,1090.0,2.0,31.48,1
2072,Electronic City,1140.0,2.0,32.92,2
2073,Electronic City,1125.0,2.0,32.49,2
2074,Electronic City,1060.0,2.0,55.0,2
2075,Electronic City,1200.0,2.0,34.66,2
2076,Electronic City,1353.0,2.0,75.0,2
2077,Electronic City,660.0,1.0,18.0,2
2078,Electronic City,1128.0,2.0,67.0,2
2079,Electronic City,1070.0,2.0,57.0,2
2080,Electronic City,1700.0,3.0,90.0,3
2081,Electronic City,1521.0,2.0,57.5,3
2082,Electronic City,750.0,1.0,35.0,1
2083,Electronic City,1210.0,2.0,55.0,2
2084,Electronic City,1070.0,2.0,60.0,2
2085,Electronic City,1400.0,2.0,40.44,3
2086,Electronic City,1190.0,2.0,42.0,2
2087,Electronic City,880.0,2.0,19.0,2
2088,Electronic City,1150.0,2.0,38.08,2
2089,Electronic City,1615.0,3.0,97.0,3
2090,Electronic City,1165.0,2.0,33.65,2
2091,Electronic City,1221.0,2.0,68.0,2
2092,Electronic City,970.0,2.0,35.0,2
2093,Electronic City,1500.0,3.0,73.0,3
2094,Electronic City,995.0,2.0,48.0,2
2095,Electronic City,1342.0,2.0,90.0,2
2096,Electronic City,1320.0,2.0,38.12,3
2097,Electronic City,1128.0,2.0,63.5,2
2098,Electronic City,589.0,1.0,29.0,1
2099,Electronic City,1125.0,2.0,28.13,2
2100,Electronic City,825.0,2.0,30.0,2
2101,Electronic City,1575.0,3.0,94.5,3
2102,Electronic City,1070.0,2.0,48.0,2
2103,Electronic City,1025.0,2.0,54.0,2
2104,Electronic City,1500.0,2.0,70.0,3
2105,Electronic City,1500.0,2.0,64.5,3
2106,Electronic City,1140.0,2.0,32.93,2
2107,Electronic City,2093.0,4.0,134.0,4
2108,Electronic City,750.0,2.0,19.5,2
2109,Electronic City,1355.0,2.0,73.0,2
2110,Electronic City,1360.0,2.0,64.99,3
2111,Electronic City,1060.0,2.0,52.0,2
2112,Electronic City Phase II,1056.0,2.0,39.07,2
2113,Electronic City Phase II,1020.0,2.0,30.6,2
2114,Electronic City Phase II,1069.0,2.0,45.0,2
2115,Electronic City Phase II,630.0,1.0,28.35,1
2116,Electronic City Phase II,1220.0,2.0,35.23,3
2117,Electronic City Phase II,1000.0,2.0,25.0,2
2118,Electronic City Phase II,1090.0,2.0,28.34,2
2119,Electronic City Phase II,2225.0,4.0,98.88,4
2120,Electronic City Phase II,1400.0,2.0,40.43,3
2121,Electronic City Phase II,775.0,2.0,38.0,2
2122,Electronic City Phase II,1266.0,2.0,59.0,2
2123,Electronic City Phase II,1000.0,2.0,28.88,2
